narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
2577,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,4379,4690,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
2578,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,4691,4849,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
2579,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,0,375,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
2580,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,376,505,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
2581,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,506,1888,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
2582,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,1889,2211,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
2583,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,2212,2959,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
2584,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,2960,3126,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
2585,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,3127,3266,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
2586,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,3267,3682,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
2587,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,3683,3892,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
2588,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,3893,4049,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
2589,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,4050,4248,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
2590,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,4249,4914,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
2591,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,4915,5078,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
2592,R0-P23,R0-P23_01,00:00:00.000,00:00:00.000,00:00:00.000,5079,5341,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
2593,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,0,225,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
2594,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,226,683,1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.,1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.,14,1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.,14,['1. Measure 12 ounces of cold water and transfer to a kettle. Boil the water.'],[14]
2595,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,684,777,"2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.","2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.",15,"2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.",15,"['2. While the water is boiling, assemble the filter cone. Place the dripper on top of a coffee mug.']",[15]
2596,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,778,1586,"3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone","3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone",16,"3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone",16,"['3. Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle. Place the paper filter in the dripper and spread open to create a cone']",[16]
2597,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,1587,4924,"4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.","4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.",17,"4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.",17,"['4. Weigh the coffee beans and grind until the coffee grounds are the consistency of course sand, about 20 seconds. Transfer the grounds to the filter cone.']",[17]
2598,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,4925,6551,"5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.","5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.",18,"5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.",18,"['5. Once the water has boiled, check the temperature. The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.']",[18]
2599,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,6552,8554,"6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.","6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.",19,"6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.",19,"['6. Pour a small amount of water in the filter to wet the grounds. Wait for coffee to bloom, about 30 seconds. You will see small bubbles or foam on the coffee grounds during this step.']",[19]
2600,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,8555,9832,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,20,7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.,20,['7. Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter.'],[20]
2601,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,9833,12310,8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.,8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.,21,8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.,21,['8. Let the coffee drain completely into the mug before removing the dripper. Discard the paper filter and coffee grounds.'],[21]
2602,R1-P00,R1-P00_08,00:00:00.000,00:00:00.000,00:00:00.000,12311,12432,9. end.,9. end.,1,9. end.,1,['9. end.'],[1]
2603,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,0,65,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
2604,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,66,117,1. Place the paper cupcake liner inside the mug. Set aside.,1. Place the paper cupcake liner inside the mug. Set aside.,22,1. Place the paper cupcake liner inside the mug. Set aside.,22,['1. Place the paper cupcake liner inside the mug. Set aside.'],[22]
2605,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,118,709,"2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.","2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.",23,"2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.",23,"['2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.']",[23]
2606,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,710,826,3. Whisk to combine.,3. Whisk to combine.,24,3. Whisk to combine.,24,['3. Whisk to combine.'],[24]
2607,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,827,1334,"4. Measure and add the oil, water, and vanilla to the bowl.","4. Measure and add the oil, water, and vanilla to the bowl.",25,"4. Measure and add the oil, water, and vanilla to the bowl.",25,"['4. Measure and add the oil, water, and vanilla to the bowl.']",[25]
2608,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,1335,1540,5. Whisk batter until no lumps remain.,5. Whisk batter until no lumps remain.,26,5. Whisk batter until no lumps remain.,26,['5. Whisk batter until no lumps remain.'],[26]
2609,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,1541,1863,6. Pour batter into prepared mug.,6. Pour batter into prepared mug.,27,6. Pour batter into prepared mug.,27,['6. Pour batter into prepared mug.'],[27]
2610,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,1864,4086,7. Microwave the mug and batter on high power for 60 seconds.,7. Microwave the mug and batter on high power for 60 seconds.,28,7. Microwave the mug and batter on high power for 60 seconds.,28,['7. Microwave the mug and batter on high power for 60 seconds.'],[28]
2611,R2-P14,R2-P14_14,00:00:00.000,00:00:00.000,00:00:00.000,4087,4252,"8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.","8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.",29,"8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.",29,"['8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.']",[29]
